Date,rmrf,Ermrf,NdrMinus,Ncf,Rf,FFS1BM1,FFS1BM3,FFS1BM5,FFS3BM1,FFS3BM3,FFS3BM5,FFS5BM1,FFS5BM3,FFS5BM5
1965-06-01 0:00,-0.0342,-0.0054,-0.0088,-0.02,0.0001,-0.0891,-0.0658,-0.07,-0.0537,-0.065,-0.0314,-0.015,-0.0389,-0.0542
1965-09-01 0:00,0.0688,-0.0016,0.0578,0.0126,0.0097,0.081,0.094,0.1086,0.103,0.1292,0.1537,0.0874,0.0789,0.107
1965-12-01 0:00,0.0349,-0.0108,0.0275,0.0181,0.0041,0.1616,0.1171,0.2013,0.0976,0.1424,0.13,0.0323,0.0476,0.0546
1966-03-01 0:00,-0.0293,-0.012,-0.028,0.0107,0.0021,0.1292,0.0655,0.1252,0.0195,0.0406,0.0326,-0.0415,-0.0184,-0.0397
1966-06-01 0:00,-0.0512,-0.0035,-0.0255,-0.0222,0.0021,-0.0525,-0.0477,-0.0816,-0.0335,-0.0279,-0.0863,-0.0504,-0.0499,-0.0511
1966-09-01 0:00,-0.111,-0.003,-0.1005,-0.0076,0.0035,-0.1609,-0.147,-0.1334,-0.1395,-0.0939,-0.1224,-0.1102,-0.0678,-0.1182
1966-12-01 0:00,0.0523,0,0.0585,-0.0063,0.0066,0.0427,0.0188,0.017,0.1,0.0393,0.0054,0.0509,0.0832,0.0463
1967-03-01 0:00,0.1242,-0.0039,0.0947,0.0335,0.0082,0.3331,0.2937,0.2824,0.243,0.1871,0.1888,0.1394,0.0842,0.1803
1967-06-01 0:00,0.0183,-0.0051,0.0073,0.0161,-0.0002,0.2167,0.1314,0.1105,0.0576,0.0464,0.0395,0.0172,-0.0285,0.0034
1967-09-01 0:00,0.0635,0.0012,0.0446,0.0177,0.003,0.1908,0.1837,0.1793,0.0731,0.0985,0.1319,0.0675,0.0315,0.0711
1967-12-01 0:00,0.0011,-0.008,0.0148,-0.0057,0.0032,0.131,0.0505,0.0478,0.0533,0.0123,0.0212,0.021,-0.0141,-0.0394
1968-03-01 0:00,-0.0788,-0.0054,-0.0872,0.0138,0.0009,-0.0978,-0.033,-0.0042,-0.1186,-0.0718,-0.0342,-0.0723,-0.0295,-0.047
1968-06-01 0:00,0.1144,0.003,0.1428,-0.0314,0.0021,0.2921,0.2751,0.2611,0.2089,0.156,0.2332,0.1162,0.0553,0.1183
1968-09-01 0:00,0.0261,-0.0151,-0.013,0.0542,0.0016,0.0557,0.0645,0.1072,0.0286,0.0075,0.0903,-0.0354,0.0577,0.0955
1968-12-01 0:00,0.0172,-0.0036,0.0457,-0.025,0.0029,0.0788,0.0725,0.0829,0.0454,0.0901,0.0538,-0.0187,0.0374,0.008
1969-03-01 0:00,-0.0469,-0.0057,-0.0861,0.0448,-0.0017,-0.1152,-0.0947,-0.0903,-0.1206,-0.075,-0.068,-0.0316,-0.0197,-0.016
1969-06-01 0:00,-0.0601,0.0054,-0.0182,-0.0472,0.0019,-0.134,-0.1278,-0.1282,-0.0907,-0.1105,-0.1145,0.0022,-0.0753,-0.0839
1969-09-01 0:00,-0.0579,0.0125,-0.0515,-0.0189,0.0043,-0.1198,-0.1241,-0.0983,-0.0159,-0.0279,-0.0693,0.0108,-0.0622,-0.0948
1969-12-01 0:00,-0.017,0.0106,-0.0171,-0.0104,0.0025,-0.0398,-0.0433,-0.1092,-0.0062,-0.0537,-0.0528,0.0395,-0.0258,-0.0498
1970-03-01 0:00,-0.0431,0.0002,-0.064,0.0207,0.0043,-0.0972,-0.0435,0.0176,-0.1053,-0.0536,0.0367,-0.0853,0.0222,0.0418
1970-06-01 0:00,-0.247,0.0064,-0.207,-0.0464,0.0013,-0.4724,-0.3214,-0.2944,-0.4043,-0.3469,-0.2647,-0.2588,-0.191,-0.2136
1970-09-01 0:00,0.1514,0.0304,0.1045,0.0166,0.0051,0.3152,0.2658,0.2058,0.2745,0.2473,0.1879,0.1445,0.1205,0.1545
1970-12-01 0:00,0.077,0.0127,0.0411,0.0232,-0.0024,-0.1008,-0.0413,0.044,0.0187,0.0729,0.0467,0.0805,0.0751,0.0714
1971-03-01 0:00,0.1021,0.0212,0.0787,0.0022,0.0042,0.3061,0.2943,0.2439,0.217,0.1639,0.1586,0.115,0.082,0.0732
1971-06-01 0:00,-0.0123,0.025,0.0518,-0.089,-0.0038,-0.0746,-0.0936,-0.0767,-0.0107,-0.0287,-0.013,0.0076,-0.0517,0.0079
1971-09-01 0:00,-0.017,0.0081,-0.0068,-0.0183,0.0076,-0.0417,-0.0488,-0.0296,-0.0115,-0.0275,-0.0156,0.0122,-0.0611,0.0575
1971-12-01 0:00,0.0342,0.0035,0.0033,0.0275,0.003,0.0272,-0.0105,-0.0036,0.0326,0.0503,0.0107,0.0509,0.0482,0.0311
1972-03-01 0:00,0.0588,0.0034,0.0831,-0.0278,0.0015,0.1804,0.123,0.1712,0.1444,0.0649,0.0742,0.0911,-0.0306,0.0812
1972-06-01 0:00,-0.0089,-0.005,-0.0333,0.0294,0.0022,-0.0756,-0.0991,-0.057,0.0177,-0.0433,-0.0945,0.0278,-0.0023,-0.1162
1972-09-01 0:00,0.0128,0.0035,-0.0097,0.0189,0.0011,-0.1448,-0.0923,-0.0565,-0.0543,-0.0251,-0.0104,0.0157,0.051,-0.007
1972-12-01 0:00,0.0562,0.0062,0.0576,-0.0076,0.0027,-0.0651,-0.0175,0.0157,0.0103,0.0621,0.0348,0.0534,0.0713,0.1207
1973-03-01 0:00,-0.0959,0.0009,-0.0896,-0.0072,-0.0042,-0.2999,-0.1587,-0.1095,-0.255,-0.1714,-0.1359,-0.063,-0.0566,-0.0729
1973-06-01 0:00,-0.1032,0.0088,-0.0728,-0.0393,-0.004,-0.2887,-0.2202,-0.1747,-0.2776,-0.1189,-0.1507,-0.079,-0.0387,-0.1162
1973-09-01 0:00,0.058,0.0176,0.0398,0.0006,-0.0024,0.2251,0.1063,0.1027,0.2491,0.1027,0.1428,-0.0023,0.0317,0.1014
1973-12-01 0:00,-0.136,-0.0026,-0.1646,0.0311,-0.0035,-0.3257,-0.2435,-0.2221,-0.2951,-0.186,-0.1341,-0.1367,-0.05,0.0292
1974-03-01 0:00,-0.0363,0.0274,-0.0167,-0.047,-0.0145,0.064,0.1129,0.1756,-0.0281,0.0333,0.0804,-0.0795,-0.09,-0.0457
1974-06-01 0:00,-0.1328,0.0217,-0.0836,-0.0709,-0.0051,-0.1864,-0.1754,-0.1322,-0.2011,-0.1642,-0.1352,-0.0739,-0.1424,-0.1553
1974-09-01 0:00,-0.3019,0.0219,-0.3318,0.008,-0.0117,-0.3328,-0.2255,-0.2172,-0.3393,-0.1932,-0.1539,-0.3771,-0.1585,-0.2415
1974-12-01 0:00,0.0659,0.0506,-0.0183,0.0337,-0.0072,0.0063,-0.0792,-0.0901,0.0641,-0.0289,-0.0297,0.1102,0.0777,-0.0448
1975-03-01 0:00,0.2051,0.041,0.1617,0.0024,-0.0015,0.404,0.3825,0.4444,0.3077,0.2738,0.3578,0.197,0.15,0.1671
1975-06-01 0:00,0.1356,0.0387,0.0745,0.0224,-0.0032,0.2224,0.1721,0.1528,0.1528,0.1447,0.06,0.1225,0.0872,0.1287
1975-09-01 0:00,-0.1409,0.0327,-0.1199,-0.0536,-0.0025,-0.1536,-0.1097,-0.1434,-0.1482,-0.133,-0.1629,-0.1627,-0.1036,-0.1343
1975-12-01 0:00,0.0605,0.0373,0.0143,0.0089,-0.0027,-0.0064,0.0215,0.0112,0.0189,0.0706,0.0339,0.0612,0.0646,0.1172
1976-03-01 0:00,0.1402,0.0344,0.058,0.0477,0.0049,0.2807,0.3219,0.4344,0.1974,0.2365,0.3471,0.1122,0.15,0.205
1976-06-01 0:00,0.0104,0.0332,-0.0052,-0.0176,-0.0029,-0.0094,-0.0361,-0.065,-0.0008,0.0231,0.0242,-0.0061,0.0418,0.0503
1976-09-01 0:00,0.0039,0.0365,-0.0163,-0.0163,-0.0012,-0.0439,-0.0104,-0.0017,-0.0213,0.0078,-0.0379,-0.0175,0.0396,0.0095
1976-12-01 0:00,0.0332,0.0434,-0.0545,0.0444,0.0012,0.1295,0.0938,0.0936,0.0487,0.0895,0.0975,-0.0114,0.0591,0.0587
1977-03-01 0:00,-0.0738,0.0471,-0.1044,-0.0165,-0.0105,0.005,0.0146,0.0529,-0.0925,-0.0316,-0.052,-0.1262,-0.0506,-0.0357
1977-06-01 0:00,0.032,0.0569,-0.0516,0.0267,-0.0077,0.0387,0.069,0.0912,0.0676,0.0686,0.0482,-0.0073,0.0306,0.0404
1977-09-01 0:00,-0.0387,0.0492,-0.0735,-0.0144,0.0024,0.0316,0.0093,-0.0025,0.0218,-0.0172,-0.0253,-0.0203,-0.0244,-0.1034
1977-12-01 0:00,-0.0028,0.0482,-0.0741,0.0231,0.004,0.0822,0.0671,0.0755,0.0452,0.0454,0.0544,-0.0212,-0.0188,0.0167
1978-03-01 0:00,-0.0486,0.0514,-0.1177,0.0177,-0.0047,0.0867,0.085,0.0952,-0.029,-0.005,0.0526,-0.1012,-0.0214,-0.0481
1978-06-01 0:00,0.0753,0.055,0.0615,-0.0412,-0.0116,0.1496,0.1433,0.1339,0.1238,0.0967,0.0701,0.0914,0.0021,0.0416
1978-09-01 0:00,0.0712,0.0372,0.0223,0.0118,-0.0012,0.1323,0.1009,0.1338,0.0886,0.0746,0.1066,0.0482,0.0937,0.0356
1978-12-01 0:00,-0.0884,0.0296,-0.1042,-0.0138,0.0037,-0.1636,-0.1442,-0.1819,-0.1054,-0.1162,-0.1466,-0.04,-0.052,-0.1189
1979-03-01 0:00,0.0614,0.0254,0.0178,0.0182,-0.0072,0.158,0.1042,0.1535,0.0928,0.084,0.1757,0.0043,0.0533,0.0776
1979-06-01 0:00,0.0176,0.0249,-0.0184,0.0111,-0.0122,0.0297,0.0199,0.0394,-0.0196,0.0442,0.0452,-0.0346,0.0215,-0.03
1979-09-01 0:00,0.0548,0.0324,0.0357,-0.0133,-0.0071,0.0739,0.0379,0.0575,0.1108,0.0526,0.07,0.01,0.0416,0.0626
1979-12-01 0:00,-0.0158,0.0233,-0.0155,-0.0236,0.0021,0.084,-0.0079,-0.027,0.0547,-0.0394,-0.02,-0.0201,-0.0427,-0.0669
1980-03-01 0:00,-0.0987,0.0219,-0.0549,-0.0656,-0.0082,-0.1278,-0.1327,-0.1293,-0.1501,-0.174,-0.1619,-0.1104,-0.0427,-0.045
1980-06-01 0:00,0.1235,0.0177,0.0784,0.0274,-0.0091,0.1487,0.1407,0.153,0.1551,0.1567,0.1347,0.0723,0.0916,0.0562
1980-09-01 0:00,0.0959,0.0444,0.0959,-0.0444,0.008,0.2748,0.1829,0.1525,0.237,0.1377,0.0557,0.1436,0.0633,0.026
1980-12-01 0:00,0.0501,0.0149,0.0524,-0.0172,0.0076,0.1473,0.029,-0.0219,0.0753,0.0229,-0.0067,0.0836,0.1518,0.0126
1981-03-01 0:00,-0.0152,0.0051,-0.0606,0.0403,0.0097,-0.0363,0.0813,0.1003,0.0399,0.0703,0.0855,-0.0242,-0.0983,0.0678
1981-06-01 0:00,-0.0451,0.0259,-0.0464,-0.0245,0.0136,-0.0261,0.0633,0.0645,-0.0292,0.0194,0.0452,-0.077,-0.0397,-0.0295
1981-09-01 0:00,-0.1646,0.0249,-0.1844,-0.0051,0.0095,-0.3229,-0.2057,-0.1631,-0.2116,-0.1688,-0.1044,-0.1295,-0.1631,-0.0233
1981-12-01 0:00,0.0453,0.0448,0.0148,-0.0144,0.0212,0.0393,0.1008,0.064,0.0881,0.0927,0.0612,0.0782,0.0438,0.0567
1982-03-01 0:00,-0.1209,0.0303,-0.1994,0.0481,0.0268,-0.1289,-0.0681,-0.0119,-0.1647,-0.0561,0.0372,-0.1205,-0.0864,-0.0095
1982-06-01 0:00,-0.0407,0.057,-0.0306,-0.0671,0.0042,-0.0344,-0.0052,-0.0029,-0.0367,-0.0153,-0.0056,-0.0316,-0.0167,-0.0693
1982-09-01 0:00,0.0866,0.0426,0.0588,-0.0148,0.0126,0.0225,0.1176,0.0863,0.1133,0.1346,0.1016,0.1204,0.0869,0.106
1982-12-01 0:00,0.1572,0.0387,0.1034,0.0152,0.0232,0.2971,0.2665,0.2492,0.265,0.1894,0.2405,0.2126,0.1294,0.1629
1983-03-01 0:00,0.0844,0.0328,0.0384,0.0132,0.0176,0.1895,0.2262,0.2291,0.136,0.1414,0.1284,0.075,0.107,0.0828
1983-06-01 0:00,0.1007,0.036,0.1346,-0.0698,0.0051,0.2133,0.1883,0.1944,0.148,0.1272,0.0723,0.0995,0.0955,0.0873
1983-09-01 0:00,-0.0349,0.0196,-0.0647,0.0102,0.0105,-0.1666,-0.0394,0.0015,-0.0874,0.0225,0.0946,-0.037,-0.0232,0.0359
1983-12-01 0:00,-0.0316,0.029,-0.0732,0.0126,0.0161,-0.1234,-0.0358,0.0128,-0.0556,0.0026,0.0186,-0.0175,-0.0014,-0.0026
1984-03-01 0:00,-0.0627,0.0395,-0.1208,0.0187,0.0104,-0.1192,-0.0511,-0.007,-0.1384,-0.0556,0.0023,-0.0903,-0.037,0.0464
1984-06-01 0:00,-0.0521,0.0557,-0.0511,-0.0567,0.0138,-0.0956,-0.0436,-0.0436,-0.0097,-0.062,-0.0775,-0.0145,-0.0395,0.0007
1984-09-01 0:00,0.0606,0.0496,0.0388,-0.0278,0.0135,0.0037,0.0325,0.0726,0.0649,0.0858,0.1036,0.0706,0.066,0.1209
1984-12-01 0:00,-0.0084,0.0317,-0.0754,0.0354,0.0187,-0.094,-0.0322,-0.0082,-0.0081,0.0361,0.0486,0.0078,0.0165,0.0083
1985-03-01 0:00,0.077,0.0501,0.0484,-0.0214,0.0098,0.1584,0.1144,0.107,0.1029,0.0734,0.1009,0.0698,0.0911,0.0728
1985-06-01 0:00,0.051,0.0391,0.0396,-0.0277,0.007,-0.0054,0.0382,0.028,0.0576,0.0596,0.0733,0.0339,0.087,0.0878
1985-09-01 0:00,-0.0634,0.0428,-0.0818,-0.0244,0.0111,-0.0773,-0.0374,-0.0351,-0.0922,-0.0184,-0.0198,-0.0531,-0.0409,-0.0661
1985-12-01 0:00,0.1352,0.048,0.0982,-0.0111,0.0086,0.0863,0.1339,0.0818,0.1628,0.117,0.143,0.1945,0.1617,0.149
1986-03-01 0:00,0.1158,0.0254,0.0905,-0.0001,0.0217,0.151,0.1443,0.1441,0.1377,0.1562,0.1471,0.1456,0.1625,0.1403
1986-06-01 0:00,0.0407,0.0099,0.0718,-0.041,0.0087,0.0646,0.0458,0.0573,0.0835,0.0872,0.0471,0.0711,0.0178,0.0521
1986-09-01 0:00,-0.0933,0.0005,-0.0851,-0.0087,0.0072,-0.186,-0.1182,-0.1008,-0.1467,-0.0804,-0.0279,-0.1341,-0.0693,0.0051
1986-12-01 0:00,0.0231,0.0328,0.0263,-0.036,0.0106,-0.0606,-0.0152,-0.0159,0.0325,-0.0367,-0.0033,0.0589,0.0476,0.044
1987-03-01 0:00,0.1766,0.0245,0.156,-0.0039,-0.0008,0.215,0.1871,0.1955,0.211,0.1435,0.1726,0.212,0.1369,0.1369
1987-06-01 0:00,0.0166,0.0102,0.0335,-0.0271,0.0018,-0.0359,-0.0043,0.0555,-0.0106,-0.014,-0.0011,0.0397,0.024,0.0379
1987-09-01 0:00,0.0432,0.0106,0.0266,0.006,0.0025,-0.0177,0.0261,0.0333,0.0101,0.0524,0.0663,0.0729,0.0854,0.015
1987-12-01 0:00,-0.2761,0.0179,-0.3223,0.0282,0.0104,-0.4011,-0.2785,-0.2993,-0.2536,-0.213,-0.2496,-0.232,-0.2238,-0.2009
1988-03-01 0:00,0.0632,0.0491,0.0703,-0.0563,0.0048,0.1467,0.1641,0.1739,0.1219,0.1092,0.1278,0.0131,0.0472,0.0955
1988-06-01 0:00,0.0464,0.0266,0.0046,0.0152,0.0028,0.0216,0.064,0.0673,0.0356,0.0612,0.0587,0.0214,0.0538,0.0633
1988-09-01 0:00,-0.0166,0.0212,-0.0505,0.0127,0.0025,-0.0545,-0.012,-0.0224,-0.0632,-0.0222,0.0057,0.0009,-0.0167,0.0025
1988-12-01 0:00,0.0019,0.0216,0.0044,-0.0241,0.0139,-0.0676,-0.0191,-0.0329,-0.0179,0.0035,0.0344,0.0196,0.0099,0.045
1989-03-01 0:00,0.0473,0.0128,0.0374,-0.003,0.0067,0.0392,0.0692,0.0804,0.0522,0.0589,0.0633,0.0612,0.0636,0.0528
1989-06-01 0:00,0.0605,0.0038,0.1114,-0.0547,0.0062,0.0147,0.0187,0.0574,0.0621,0.0607,0.0871,0.0852,0.0597,0.063
1989-09-01 0:00,0.0754,-0.0071,0.0694,0.0131,0.0127,0.0536,0.0163,0.0223,0.0896,0.0615,0.0419,0.1136,0.0941,0.082
1989-12-01 0:00,-0.013,-0.0001,0.0001,-0.013,0.0103,-0.0742,-0.0727,-0.1041,-0.0309,-0.0851,-0.0354,0.0202,0.0361,0.0118
1990-03-01 0:00,-0.0533,0.0041,-0.0282,-0.0291,-0.001,-0.0392,-0.0359,-0.0537,-0.0391,-0.0508,-0.0694,-0.0549,-0.0651,-0.0471
1990-06-01 0:00,0.0329,0.0046,0.1081,-0.0798,0.0101,0.0604,0.0551,-0.0072,0.0699,0.0211,-0.0085,0.1401,0.0052,0.0245
1990-09-01 0:00,-0.1795,-0.0077,-0.1602,-0.0116,-0.0028,-0.3331,-0.2477,-0.2663,-0.2902,-0.2174,-0.2549,-0.1646,-0.0796,-0.2172
1990-12-01 0:00,0.0633,0.0218,0.0536,-0.0122,0.009,-0.0409,-0.0272,-0.066,0.1158,0.0619,0.0402,0.105,0.0581,0.0522
1991-03-01 0:00,0.1343,0.0078,0.1197,0.0068,0.006,0.3148,0.3031,0.3003,0.2492,0.1581,0.181,0.1682,0.0634,0.1214
1991-06-01 0:00,-0.016,0.003,0.0067,-0.0257,0.0065,-0.0367,0.015,-0.0106,-0.0499,0.033,-0.0323,-0.0105,-0.025,0.0196
1991-09-01 0:00,0.0477,0.0139,0.0321,0.0017,0.0046,0.0953,0.0467,0.0336,0.1035,0.0427,0.087,0.0776,0.0518,-0.0211
1991-12-01 0:00,0.0703,0.0051,0.0129,0.0523,0.006,0.0998,0.0154,0.0188,0.1336,0.042,0.0901,0.1501,0.0514,0.0451
1992-03-01 0:00,-0.0223,0.0094,-0.0089,-0.0228,-0.0002,0.0682,0.0857,0.2432,-0.0466,0.0775,0.152,-0.0685,-0.0112,0.165
1992-06-01 0:00,-0.0084,0.0174,-0.0629,0.0371,0.0028,-0.2102,-0.1056,-0.0622,-0.1053,-0.0217,0.0404,-0.0251,0.0226,0.0704
1992-09-01 0:00,0.0228,0.032,-0.016,0.0068,-0.0001,-0.0459,0.0165,-0.0011,0.0303,0.0258,0.0151,0.0429,0.0433,-0.0965
1992-12-01 0:00,0.0598,0.0388,0.0158,0.0051,0.0036,0.1351,0.1512,0.1417,0.1835,0.097,0.0918,0.0454,0.0161,0.1076
1993-03-01 0:00,0.035,0.0322,-0.0357,0.0385,-0.0045,-0.0431,0.0488,0.1265,-0.0663,0.0783,0.1268,-0.0593,0.0792,0.1346
1993-06-01 0:00,0.0008,0.0284,-0.0035,-0.0241,0.002,-0.0145,0.0028,0.0493,0.0156,0.0121,0.0157,-0.0582,0.0237,0.0488
1993-09-01 0:00,0.0309,0.0239,-0.0006,0.0076,0.0027,0.0374,0.0594,0.0948,0.0701,0.0544,0.0299,-0.0131,0.0442,0.0139
1993-12-01 0:00,0.0119,0.0203,-0.011,0.0027,0.003,0.0131,0.0435,0.0314,0.029,0.0196,0.048,0.0587,-0.0203,0.047
1994-03-01 0:00,-0.0485,0.0249,-0.0388,-0.0346,-0.0014,-0.0872,-0.0057,0.021,-0.0539,-0.0309,-0.0107,-0.0597,-0.0273,-0.0381
1994-06-01 0:00,-0.0187,0.0188,-0.0268,-0.0106,0.0047,-0.1326,-0.0719,-0.0197,-0.0843,0.0031,-0.0118,-0.0063,0.019,0.0096
1994-09-01 0:00,0.0418,0.0157,0.0224,0.0037,0.0018,0.0383,0.0389,0.0391,0.1238,0.0209,0.0491,0.0651,0.0047,0.0137
1994-12-01 0:00,-0.0235,0.0103,-0.0269,-0.0069,0.0113,-0.0844,-0.03,-0.0461,-0.0122,-0.0135,-0.0158,0.0201,-0.0044,0.0069
1995-03-01 0:00,0.0716,0.0008,0.0692,0.0016,0.0029,0.0377,0.0409,0.0501,0.0653,0.0348,0.0585,0.0772,0.0873,0.0709
1995-06-01 0:00,0.0746,-0.0042,0.0946,-0.0158,0.0067,0.1071,0.0831,0.1225,0.0789,0.0866,0.0736,0.0924,0.064,0.114
1995-09-01 0:00,0.0716,-0.0092,0.0703,0.0105,0.0088,0.1445,0.1019,0.1067,0.1089,0.0818,0.0771,0.0714,0.0618,0.1064
1995-12-01 0:00,0.0332,-0.0163,0.043,0.0065,0.011,-0.0226,-0.0226,-0.0037,0.0531,0.0343,0.0611,0.0578,0.0689,0.0531
1996-03-01 0:00,0.0425,-0.0132,0.0454,0.0103,-0.0019,0.062,0.0606,0.0561,0.0447,0.0283,0.0139,0.0342,0.0488,0.0259
1996-06-01 0:00,0.031,-0.0116,0.059,-0.0165,0.0061,0.0819,0.1098,0.0841,0.0141,0.0303,0.0155,0.056,0.0023,0.0185
1996-09-01 0:00,0.0158,-0.0164,-0.0076,0.0398,0.0056,-0.0809,-0.0139,-0.0049,0.0294,0.0355,0.0157,0.0306,0.0386,-0.0043
1996-12-01 0:00,0.0536,-0.0102,0.0627,0.0011,0.0074,-0.0755,0.0614,0.0605,-0.0476,0.1066,0.0552,0.0632,0.1112,0.0792
1997-03-01 0:00,-0.0073,-0.0146,0.0126,-0.0053,0.0039,-0.0977,0.0039,0.0111,-0.1419,-0.0196,0.0129,0.0218,0.0294,0.0082
1997-06-01 0:00,0.1412,-0.0095,0.14,0.0107,0.0107,0.1021,0.1359,0.1219,0.1797,0.1617,0.1418,0.1837,0.1386,0.0897
1997-09-01 0:00,0.08,-0.027,0.0689,0.0381,0.0072,0.1847,0.1855,0.1849,0.1372,0.1375,0.1118,0.0522,0.098,0.0756
1997-12-01 0:00,0.0006,-0.0278,-0.0028,0.0312,0.0126,-0.1546,-0.0544,-0.0042,-0.0897,0.0046,0.0382,0.0367,0.0055,0.0797
1998-03-01 0:00,0.1118,-0.024,0.127,0.0088,0.0075,0.1099,0.0898,0.1021,0.1225,0.1101,0.1403,0.1516,0.1044,0.1075
1998-06-01 0:00,0.0048,-0.0347,0.0848,-0.0453,0.0076,-0.0542,-0.0298,-0.0146,-0.0326,-0.06,-0.0362,0.0611,0.0167,-0.0131
1998-09-01 0:00,-0.1437,-0.0382,-0.0804,-0.0251,0.0083,-0.2867,-0.2196,-0.2218,-0.1994,-0.1996,-0.1878,-0.0529,-0.1651,-0.0168
1998-12-01 0:00,0.182,-0.0212,0.2126,-0.0094,0.0093,0.1782,0.1053,0.1013,0.2393,0.1259,0.0855,0.2426,0.1536,0.0905
1999-03-01 0:00,0.025,-0.0487,0.1069,-0.0332,0.0047,-0.0343,-0.03,-0.04,-0.0101,-0.0578,-0.092,0.0531,0.0807,-0.0377
1999-06-01 0:00,0.0648,-0.0448,0.0447,0.0649,0.0044,0.156,0.2078,0.1972,0.1067,0.156,0.1554,0.0194,0.0872,0.054
1999-09-01 0:00,-0.0764,-0.0438,0.0216,-0.0542,0.002,-0.0041,-0.0305,-0.0663,-0.0237,-0.0982,-0.0346,-0.0541,-0.1134,-0.1541
1999-12-01 0:00,0.1627,-0.0376,0.1846,0.0156,0.0106,0.4255,0.1909,0.1132,0.3098,-0.0084,0.0437,0.1898,0.0505,-0.0454
2000-03-01 0:00,0.0275,-0.0603,0.0488,0.0389,-0.0027,0.3266,0.197,0.1318,0.0438,0.067,0.045,0.0321,-0.0146,-0.0882
2000-06-01 0:00,-0.0642,-0.0637,0.0951,-0.0955,0.0074,-0.0833,0.0128,-0.0952,0.0001,-0.0486,0.039,-0.0301,-0.0483,0.1004
2000-09-01 0:00,-0.0127,-0.0665,0.0049,0.0489,0.0081,-0.0997,0.0251,0.0474,-0.1254,0.0935,0.116,-0.0279,0.1386,0.1049
2000-12-01 0:00,-0.1271,-0.0575,-0.1456,0.076,0.0134,-0.4187,-0.0694,-0.0611,-0.2711,0.0898,0.1173,-0.1416,-0.033,0.0688
2001-03-01 0:00,-0.1434,-0.0348,-0.1399,0.0313,-0.0008,0.0077,0.0904,0.0977,-0.1733,-0.0342,0.053,-0.1833,0.042,-0.0039
2001-06-01 0:00,0.063,-0.0134,0.1396,-0.0631,-0.0011,0.2267,0.145,0.1492,0.2043,0.0943,0.0456,0.0605,0.0314,0.0263
2001-09-01 0:00,-0.1808,-0.0288,-0.2229,0.0709,0.006,-0.3551,-0.125,-0.1493,-0.3224,-0.1776,-0.2163,-0.1632,-0.165,-0.1061
2001-12-01 0:00,0.1121,0.0072,0.1117,-0.0068,0.0137,0.2998,0.1813,0.2001,0.2929,0.1772,0.2937,0.125,0.0934,0.0658